"","GEOID","NAME","TotPop","White","Black","AI","Asian","Pac_il","Other_Race","Multi_Race","MedInc","Pop25","HS","GED","Assoc","Bach","Mast","ProfDeg","Doct","TotalHouse","Occupied","Vacant","TotalOcc","Own","Rent"
"272","42101035602","Census Tract 356.02, Philadelphia County, Pennsylvania",3686,2389,237,0,932,5,71,52,94508,2664,873,143,222,539,186,67,73,1282,1274,8,1274,1064,210
"273","42101035800","Census Tract 358, Philadelphia County, Pennsylvania",6464,4357,195,35,1357,0,279,241,59764,4741,1715,103,423,1044,580,172,71,2341,2305,36,2305,1659,646
"274","42101018001","Census Tract 180.01, Philadelphia County, Pennsylvania",2296,1911,31,0,0,0,50,304,50549,1676,620,92,58,367,110,0,7,1140,1062,78,1062,682,380
"275","42101018400","Census Tract 184, Philadelphia County, Pennsylvania",2304,2176,1,0,17,0,0,110,60607,1496,632,165,127,143,113,65,0,931,861,70,861,769,92
"276","42101023800","Census Tract 238, Philadelphia County, Pennsylvania",4993,1227,3246,0,44,0,51,425,79647,3506,561,203,363,836,676,197,31,2397,2019,378,2019,896,1123
"277","42101016002","Census Tract 160.02, Philadelphia County, Pennsylvania",4520,3840,104,0,272,0,69,235,83178,3730,698,38,290,1239,429,147,86,2301,2130,171,2130,1423,707
"278","42101002400","Census Tract 24, Philadelphia County, Pennsylvania",4860,3720,304,129,487,0,0,220,91382,3930,464,53,74,1464,826,246,247,2850,2583,267,2583,1373,1210
"279","42101011400","Census Tract 114, Philadelphia County, Pennsylvania",6426,295,6017,0,15,0,26,73,37530,4196,1286,329,105,474,438,89,80,3510,3132,378,3132,1548,1584
"280","42101036202","Census Tract 362.02, Philadelphia County, Pennsylvania",6099,4957,335,0,497,0,286,24,82262,4373,1466,113,186,891,419,21,21,2467,2388,79,2388,1888,500
"281","42101025200","Census Tract 252, Philadelphia County, Pennsylvania",7870,659,6851,97,30,0,84,149,25080,5471,1052,322,552,600,430,35,16,3734,3400,334,3400,1288,2112
"282","42101016702","Census Tract 167.02, Philadelphia County, Pennsylvania",2439,266,2173,0,0,0,0,0,31385,1682,715,95,59,127,0,37,0,1246,882,364,882,367,515
"283","42101027800","Census Tract 278, Philadelphia County, Pennsylvania",4858,119,4638,0,35,0,18,48,43555,3296,1429,256,145,136,167,0,73,2198,1975,223,1975,852,1123
"284","42101025600","Census Tract 256, Philadelphia County, Pennsylvania",2868,1666,853,0,91,0,110,148,92404,2256,408,53,171,459,442,116,184,1248,1186,62,1186,795,391
"285","42101006300","Census Tract 63, Philadelphia County, Pennsylvania",4069,155,3286,0,289,0,73,266,29307,2740,850,279,198,106,83,0,8,1936,1523,413,1523,478,1045
"286","42101009200","Census Tract 92, Philadelphia County, Pennsylvania",3489,699,2086,72,438,0,54,140,40234,2143,345,123,48,526,309,99,54,1741,1487,254,1487,555,932
"287","42101026400","Census Tract 264, Philadelphia County, Pennsylvania",5564,63,5501,0,0,0,0,0,57654,4443,1088,224,406,441,232,83,0,2400,2246,154,2246,1568,678
"288","42101011200","Census Tract 112, Philadelphia County, Pennsylvania",6443,201,6007,0,0,0,38,197,26220,3212,1123,192,91,321,47,13,33,2485,2015,470,2015,1141,874
"289","42101989300","Census Tract 9893, Philadelphia County, Pennsylvania",112,39,63,0,10,0,0,0,NA,104,11,20,0,0,0,0,0,0,0,0,0,0,0
"290","42101025500","Census Tract 255, Philadelphia County, Pennsylvania",2813,1084,1441,0,63,0,42,183,68958,2127,208,30,100,542,526,154,135,1251,1160,91,1160,873,287
"291","42101001900","Census Tract 19, Philadelphia County, Pennsylvania",4044,2345,978,0,502,0,25,194,138093,3270,202,16,110,1214,711,543,199,1838,1732,106,1732,1021,711
"292","42101038700","Census Tract 387, Philadelphia County, Pennsylvania",2593,2012,332,0,161,0,5,83,118750,1734,208,6,38,467,437,270,106,892,829,63,829,604,225
"293","42101031401","Census Tract 314.01, Philadelphia County, Pennsylvania",7969,2982,1254,51,1264,0,1638,780,50810,4366,1442,246,269,87,63,30,0,2228,2069,159,2069,835,1234
"294","42101020400","Census Tract 204, Philadelphia County, Pennsylvania",3453,72,3013,0,0,0,203,165,31350,2253,1301,123,0,41,37,83,0,1393,1153,240,1153,838,315
"295","42101036502","Census Tract 365.02, Philadelphia County, Pennsylvania",4237,3773,5,0,116,0,94,249,86615,3143,1012,52,309,691,327,65,46,1790,1725,65,1725,1286,439
"296","42101027600","Census Tract 276, Philadelphia County, Pennsylvania",4253,30,3791,0,108,0,0,324,41957,2977,823,130,355,242,302,36,11,2063,1832,231,1832,941,891
"297","42101017602","Census Tract 176.02, Philadelphia County, Pennsylvania",4148,612,640,0,303,0,2498,95,33125,2300,635,61,107,74,0,0,0,1393,1268,125,1268,503,765
"298","42101015700","Census Tract 157, Philadelphia County, Pennsylvania",2382,1598,105,7,149,0,267,256,75521,1848,325,38,45,661,188,128,0,1369,1148,221,1148,791,357
"299","42101031700","Census Tract 317, Philadelphia County, Pennsylvania",5860,2007,937,0,611,0,1865,440,29115,4156,1715,293,224,248,229,23,0,2658,2406,252,2406,1828,578
"300","42101015101","Census Tract 151.01, Philadelphia County, Pennsylvania",2017,104,1870,0,10,0,3,30,30888,1025,375,29,67,94,124,0,0,1033,765,268,765,275,490
"301","42101001101","Census Tract 11.01, Philadelphia County, Pennsylvania",4217,2677,608,0,330,0,72,530,48370,2944,217,49,181,996,559,288,114,2541,2404,137,2404,554,1850
"302","42101003002","Census Tract 30.02, Philadelphia County, Pennsylvania",3124,1186,1140,0,344,0,226,228,66217,2369,568,80,74,492,255,54,176,1762,1493,269,1493,781,712
"303","42101007000","Census Tract 70, Philadelphia County, Pennsylvania",3620,29,3448,0,0,22,15,106,34928,2314,823,181,57,162,70,0,30,1732,1467,265,1467,741,726
"304","42101017000","Census Tract 170, Philadelphia County, Pennsylvania",3438,601,2476,20,50,0,119,172,54232,2577,629,84,102,537,464,35,53,1703,1467,236,1467,309,1158
"305","42101036301","Census Tract 363.01, Philadelphia County, Pennsylvania",4149,2950,56,11,920,0,127,85,77115,3004,1113,90,228,624,111,8,0,1549,1474,75,1474,1129,345
"306","42101037300","Census Tract 373, Philadelphia County, Pennsylvania",5918,5051,622,0,245,0,0,0,88348,4233,1351,34,164,1308,507,164,15,2861,2779,82,2779,1605,1174
"307","42101008000","Census Tract 80, Philadelphia County, Pennsylvania",4045,938,2786,0,42,0,46,233,58355,2994,533,16,102,968,460,49,16,1976,1745,231,1745,866,879
"308","42101032500","Census Tract 325, Philadelphia County, Pennsylvania",6100,2954,1228,0,739,0,668,511,45163,4007,1118,206,345,169,99,0,0,2794,2416,378,2416,1212,1204
"309","42101019900","Census Tract 199, Philadelphia County, Pennsylvania",5398,711,2384,0,0,0,2024,279,25211,3541,1199,96,121,178,45,0,0,1993,1811,182,1811,563,1248
"310","42101980701","Census Tract 9807.01, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"311","42101006500","Census Tract 65, Philadelphia County, Pennsylvania",4270,122,3899,0,0,10,177,62,39141,2662,925,131,223,201,232,13,0,2181,1640,541,1640,854,786
"312","42101033600","Census Tract 336, Philadelphia County, Pennsylvania",6425,4266,505,0,1357,0,234,63,46061,4769,1370,190,251,884,380,71,0,2763,2524,239,2524,1214,1310
"313","42101007102","Census Tract 71.02, Philadelphia County, Pennsylvania",4436,246,4030,31,0,0,107,22,29321,3129,1360,165,112,244,161,58,0,2060,1719,341,1719,946,773
"314","42101009000","Census Tract 90, Philadelphia County, Pennsylvania",6502,4192,954,1,1139,0,75,141,33750,1179,149,69,22,342,151,91,111,1421,1202,219,1202,97,1105
"315","42101980800","Census Tract 9808, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"316","42101038900","Census Tract 389, Philadelphia County, Pennsylvania",3618,253,3020,130,0,0,57,158,46250,2659,619,255,234,330,279,22,38,1328,1305,23,1305,750,555
"317","42101029200","Census Tract 292, Philadelphia County, Pennsylvania",4321,859,1564,21,333,0,1144,400,62793,2751,960,125,164,398,117,0,0,1545,1399,146,1399,1215,184
"318","42101034100","Census Tract 341, Philadelphia County, Pennsylvania",5606,4033,336,0,589,0,492,156,63998,4280,1575,120,303,630,472,118,109,2750,2657,93,2657,1432,1225
"319","42101035702","Census Tract 357.02, Philadelphia County, Pennsylvania",4255,3682,18,0,370,0,0,185,48333,3080,852,131,276,798,194,105,39,1953,1776,177,1776,648,1128
"320","42101000803","Census Tract 8.03, Philadelphia County, Pennsylvania",2916,2411,105,0,266,0,28,106,82121,2491,13,0,46,1032,553,411,277,2274,1883,391,1883,781,1102
"321","42101003702","Census Tract 37.02, Philadelphia County, Pennsylvania",3871,919,1624,35,1075,0,26,192,44917,2338,534,101,80,547,77,33,64,1394,1277,117,1277,635,642
"322","42101034802","Census Tract 348.02, Philadelphia County, Pennsylvania",5675,3684,1308,21,0,59,439,164,52519,3653,1334,215,243,601,367,103,0,2493,2309,184,2309,1271,1038
"323","42101980500","Census Tract 9805, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"324","42101022000","Census Tract 220, Philadelphia County, Pennsylvania",1481,1100,168,0,105,4,104,0,91146,1367,217,6,156,378,228,89,23,851,769,82,769,460,309
"325","42101038200","Census Tract 382, Philadelphia County, Pennsylvania",3167,1942,490,3,25,0,482,225,39317,2022,1012,105,18,175,24,40,0,1367,1224,143,1224,852,372
"326","42101017100","Census Tract 171, Philadelphia County, Pennsylvania",3517,0,3230,0,27,0,103,157,26751,2850,1231,101,353,191,59,0,0,1920,1621,299,1621,890,731
"327","42101020900","Census Tract 209, Philadelphia County, Pennsylvania",3172,2502,407,26,145,0,17,75,95605,2576,337,9,72,1113,472,125,39,1517,1427,90,1427,628,799
"328","42101025700","Census Tract 257, Philadelphia County, Pennsylvania",3924,1989,1586,7,93,0,89,160,56958,3163,191,49,198,819,869,183,137,2262,2175,87,2175,594,1581
"329","42101027200","Census Tract 272, Philadelphia County, Pennsylvania",4556,249,3416,15,77,0,162,637,58543,3235,922,47,364,646,243,10,42,2073,1862,211,1862,1262,600
"330","42101020300","Census Tract 203, Philadelphia County, Pennsylvania",2931,88,2661,0,38,0,108,36,28542,1949,807,182,188,52,21,38,0,1407,1164,243,1164,558,606
"331","42101011700","Census Tract 117, Philadelphia County, Pennsylvania",1934,849,737,0,267,0,0,81,87708,732,144,14,32,170,159,9,31,418,360,58,360,298,62
"332","42101019700","Census Tract 197, Philadelphia County, Pennsylvania",6971,1670,1647,41,193,137,2894,389,33331,4310,1245,270,97,225,0,0,0,2403,2264,139,2264,1165,1099
"333","42101034702","Census Tract 347.02, Philadelphia County, Pennsylvania",3551,2765,299,0,225,0,220,42,93397,2737,818,38,169,701,222,44,20,1420,1386,34,1386,1212,174
"334","42101033702","Census Tract 337.02, Philadelphia County, Pennsylvania",4536,2369,620,36,1250,0,261,0,72696,3419,1223,171,214,804,355,13,27,1844,1741,103,1741,1247,494
"335","42101039002","Census Tract 390.02, Philadelphia County, Pennsylvania",4303,1765,1097,22,118,57,314,930,55965,2843,1007,50,73,486,357,0,0,1772,1622,150,1622,1485,137
"336","42101017202","Census Tract 172.02, Philadelphia County, Pennsylvania",4500,15,4436,47,0,0,0,2,34574,3039,1516,86,112,172,109,0,0,2016,1685,331,1685,1061,624
"337","42101037800","Census Tract 378, Philadelphia County, Pennsylvania",2253,2008,0,32,55,0,83,75,62411,1906,409,97,146,429,353,67,0,1203,1133,70,1133,659,474
"338","42101989100","Census Tract 9891, Philadelphia County, Pennsylvania",1749,241,1272,34,27,0,34,141,NA,1207,344,143,22,18,0,0,0,0,0,0,0,0,0
"339","42101019100","Census Tract 191, Philadelphia County, Pennsylvania",8014,2327,1199,69,753,0,2416,1250,42889,5064,2097,267,250,529,147,263,0,2859,2777,82,2777,2233,544
"340","42101030000","Census Tract 300, Philadelphia County, Pennsylvania",8024,2892,3195,0,77,0,1084,776,31667,4750,1891,329,101,437,204,38,0,2952,2618,334,2618,1354,1264
"341","42101005400","Census Tract 54, Philadelphia County, Pennsylvania",1578,342,1130,0,69,0,9,28,65341,1154,178,0,88,245,99,7,13,773,738,35,738,252,486
"342","42101020702","Census Tract 207.02, Philadelphia County, Pennsylvania",1834,1337,307,0,142,0,22,26,210322,1092,31,0,56,222,556,25,120,685,661,24,661,454,207
"343","42101029900","Census Tract 299, Philadelphia County, Pennsylvania",4372,499,2350,128,56,0,1052,287,28398,2595,1244,158,247,105,29,0,35,1702,1449,253,1449,570,879
"344","42101980002","Census Tract 9800.02, Philadelphia County, Pennsylvania",23,0,11,0,0,0,12,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"345","42101003300","Census Tract 33, Philadelphia County, Pennsylvania",6373,3375,2144,0,500,0,172,182,58186,4446,1479,138,199,275,289,56,411,3100,2444,656,2444,956,1488
"346","42101017702","Census Tract 177.02, Philadelphia County, Pennsylvania",4706,1144,876,19,128,13,2441,85,27103,2647,906,139,205,125,23,0,11,1857,1535,322,1535,759,776
"347","42101018002","Census Tract 180.02, Philadelphia County, Pennsylvania",5987,4740,76,1,93,0,100,977,70610,4299,1617,242,391,526,324,114,16,2547,2438,109,2438,1801,637
"348","42101026100","Census Tract 261, Philadelphia County, Pennsylvania",2888,68,2785,0,0,0,0,35,46147,2101,667,56,186,277,172,58,37,1528,1394,134,1394,942,452
"349","42101980400","Census Tract 9804, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"350","42101027500","Census Tract 275, Philadelphia County, Pennsylvania",4913,564,3655,0,157,0,295,242,52989,3285,1167,182,395,452,151,0,8,1805,1683,122,1683,1237,446
"351","42101034600","Census Tract 346, Philadelphia County, Pennsylvania",2573,1233,826,5,133,0,266,110,50346,2002,696,29,105,451,61,0,49,1345,1279,66,1279,305,974
"352","42101013601","Census Tract 136.01, Philadelphia County, Pennsylvania",2981,2297,230,0,227,0,31,196,110455,2582,72,0,88,979,649,323,187,1632,1558,74,1558,937,621
"353","42101980905","Census Tract 9809.05, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"354","42101029400","Census Tract 294, Philadelphia County, Pennsylvania",4158,1020,1823,0,287,0,736,292,21525,2022,747,299,56,21,29,0,0,1421,1343,78,1343,525,818
"355","42101036303","Census Tract 363.03, Philadelphia County, Pennsylvania",6881,6495,178,0,51,0,74,83,102316,4647,1894,105,255,667,403,150,26,2505,2312,193,2312,2182,130
"356","42101009100","Census Tract 91, Philadelphia County, Pennsylvania",2901,958,880,0,814,0,63,186,35521,2035,239,195,95,518,394,65,125,2119,1641,478,1641,262,1379
"357","42101033500","Census Tract 335, Philadelphia County, Pennsylvania",4041,1538,906,0,784,0,437,376,54063,2679,1023,141,165,441,145,24,10,1519,1466,53,1466,747,719
"358","42101034801","Census Tract 348.01, Philadelphia County, Pennsylvania",4811,4203,283,0,210,0,59,56,65357,3746,1819,119,372,378,182,96,23,2116,2106,10,2106,1111,995
"359","42101018300","Census Tract 183, Philadelphia County, Pennsylvania",4042,3867,3,1,23,0,55,93,68095,3009,1485,73,203,304,278,34,0,1751,1596,155,1596,1429,167
"360","42101013200","Census Tract 132, Philadelphia County, Pennsylvania",2913,895,1536,0,168,0,208,106,38639,2200,472,102,23,621,151,111,13,1491,1405,86,1405,214,1191
"361","42101026000","Census Tract 260, Philadelphia County, Pennsylvania",3297,87,3114,13,0,6,0,77,58981,2535,784,22,224,457,426,33,0,1317,1317,0,1317,1020,297
"362","42101033102","Census Tract 331.02, Philadelphia County, Pennsylvania",3910,2823,355,0,41,0,0,691,52697,2704,818,76,292,481,298,9,4,1690,1491,199,1491,750,741
"363","42101003800","Census Tract 38, Philadelphia County, Pennsylvania",3914,3508,46,0,210,0,0,150,84132,2889,950,77,182,551,229,62,32,1729,1647,82,1647,1344,303
"364","42101001001","Census Tract 10.01, Philadelphia County, Pennsylvania",2809,2571,5,0,97,9,9,118,118102,2506,124,0,6,1060,515,349,256,1868,1659,209,1659,1058,601
"365","42101038600","Census Tract 386, Philadelphia County, Pennsylvania",1437,1107,201,0,54,0,5,70,144531,1065,37,20,49,364,221,163,158,604,589,15,589,451,138
"366","42101001400","Census Tract 14, Philadelphia County, Pennsylvania",4227,2852,802,0,220,0,80,273,103239,3254,187,202,30,986,568,367,289,2337,2004,333,2004,1078,926
"367","42101017800","Census Tract 178, Philadelphia County, Pennsylvania",5962,1905,2114,29,46,0,1307,561,36712,4077,844,386,68,557,196,0,0,3049,2627,422,2627,1242,1385
"368","42101004201","Census Tract 42.01, Philadelphia County, Pennsylvania",4985,3853,27,5,928,0,33,139,78065,3941,1066,156,140,938,123,151,0,2367,2176,191,2176,1731,445
"369","42101008601","Census Tract 86.01, Philadelphia County, Pennsylvania",3567,1946,932,17,197,0,125,350,64702,2619,251,129,56,786,516,28,403,1805,1537,268,1537,350,1187
"370","42101020600","Census Tract 206, Philadelphia County, Pennsylvania",1825,1130,420,5,83,0,50,137,55774,1234,164,75,94,286,346,79,27,1036,885,151,885,262,623
"371","42101016600","Census Tract 166, Philadelphia County, Pennsylvania",2219,234,1610,0,330,0,4,41,46221,1392,483,37,109,68,122,0,0,828,730,98,730,205,525
"372","42101016100","Census Tract 161, Philadelphia County, Pennsylvania",5924,3745,388,131,943,0,323,394,91553,4632,857,67,141,1418,828,199,137,2930,2598,332,2598,1326,1272
"373","42101011900","Census Tract 119, Philadelphia County, Pennsylvania",5159,264,4752,11,0,0,20,112,45433,3540,1151,18,110,414,223,125,0,2586,2126,460,2126,1207,919
"374","42101028300","Census Tract 283, Philadelphia County, Pennsylvania",6669,588,5618,0,222,0,0,241,22297,3808,1624,307,72,200,87,36,5,2925,2532,393,2532,1261,1271
"375","42101000805","Census Tract 8.05, Philadelphia County, Pennsylvania",2532,1817,43,0,463,0,59,150,80772,2224,16,0,0,843,566,486,233,2396,1847,549,1847,419,1428
"376","42101023500","Census Tract 235, Philadelphia County, Pennsylvania",1299,827,426,0,6,0,0,40,106587,1005,59,10,13,265,210,184,45,628,595,33,595,423,172
"377","42101037900","Census Tract 379, Philadelphia County, Pennsylvania",4763,4437,8,10,0,0,74,234,55517,4004,1341,179,301,648,438,37,0,2521,2384,137,2384,1698,686
"378","42101010400","Census Tract 104, Philadelphia County, Pennsylvania",3617,161,2904,0,0,0,458,94,21700,2359,1048,165,109,126,66,0,0,1966,1540,426,1540,519,1021
"379","42101980300","Census Tract 9803, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"380","42101016500","Census Tract 165, Philadelphia County, Pennsylvania",3061,125,2772,0,43,0,17,104,21010,2131,861,67,147,230,58,0,0,1432,1087,345,1087,299,788
"381","42101036302","Census Tract 363.02, Philadelphia County, Pennsylvania",3750,2848,572,0,0,0,179,151,65612,2565,800,107,129,253,248,78,52,1346,1346,0,1346,973,373
"382","42101008802","Census Tract 88.02, Philadelphia County, Pennsylvania",5766,2545,1517,0,1355,0,55,294,17465,1002,74,19,67,225,254,52,163,1892,1406,486,1406,92,1314
"383","42101039001","Census Tract 390.01, Philadelphia County, Pennsylvania",4057,786,1900,0,42,0,879,450,33711,2294,1072,316,144,187,38,31,0,1315,1251,64,1251,576,675
"384","42101010100","Census Tract 101, Philadelphia County, Pennsylvania",5633,34,5506,24,0,0,0,69,46467,3958,1343,248,55,286,46,125,102,2978,2287,691,2287,1358,929
"385","42101026600","Census Tract 266, Philadelphia County, Pennsylvania",6836,36,6534,0,0,0,1,265,47451,4727,1514,278,399,457,186,0,60,2854,2614,240,2614,1940,674
"386","42101036000","Census Tract 360, Philadelphia County, Pennsylvania",3474,1918,554,0,822,0,34,146,56250,2793,807,80,225,716,232,66,46,1321,1291,30,1291,752,539
"387","42101034400","Census Tract 344, Philadelphia County, Pennsylvania",7965,5682,725,0,1149,0,101,308,90797,6214,1815,194,390,1226,717,65,112,3063,2979,84,2979,2685,294
"388","42101003600","Census Tract 36, Philadelphia County, Pennsylvania",6918,1268,4273,90,1069,0,94,124,37597,4272,1656,364,234,423,147,10,0,2749,2567,182,2567,1410,1157
"389","42101021000","Census Tract 210, Philadelphia County, Pennsylvania",5422,4780,420,0,151,0,26,45,79264,4212,610,6,214,1656,352,102,54,2646,2489,157,2489,1217,1272
"390","42101001002","Census Tract 10.02, Philadelphia County, Pennsylvania",3693,3207,31,0,333,0,0,122,169531,3047,23,12,68,1207,672,553,255,2486,2046,440,2046,1445,601
"391","42101032000","Census Tract 320, Philadelphia County, Pennsylvania",8523,4556,1456,0,132,0,2046,333,54142,4877,1816,362,324,522,180,27,0,2704,2595,109,2595,1596,999
"392","42101980904","Census Tract 9809.04, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"393","42101023600","Census Tract 236, Philadelphia County, Pennsylvania",2330,1369,715,0,14,0,78,154,104318,1812,286,10,37,300,503,390,142,1273,1118,155,1118,767,351
"394","42101030100","Census Tract 301, Philadelphia County, Pennsylvania",5645,1291,2528,0,396,0,1215,215,21990,4097,1326,192,228,631,223,55,19,2687,2368,319,2368,1134,1234
"395","42101010600","Census Tract 106, Philadelphia County, Pennsylvania",1674,112,1339,80,96,0,0,47,22647,1120,442,49,92,77,36,0,0,853,638,215,638,163,475
"396","42101015200","Census Tract 152, Philadelphia County, Pennsylvania",5436,366,4673,10,107,0,0,280,49581,3482,1510,311,112,424,59,0,35,2641,2179,462,2179,650,1529
"397","42101036203","Census Tract 362.03, Philadelphia County, Pennsylvania",4842,4249,126,103,260,0,87,17,73063,3629,1307,55,283,817,154,16,13,1930,1847,83,1847,1617,230
"398","42101031102","Census Tract 311.02, Philadelphia County, Pennsylvania",4560,859,2166,144,164,0,1028,199,49787,2564,763,163,198,234,117,0,26,1474,1372,102,1372,908,464
"399","42101016901","Census Tract 169.01, Philadelphia County, Pennsylvania",3203,76,2973,0,37,0,117,0,24699,2233,959,198,8,214,44,0,0,1618,1208,410,1208,674,534
"400","42101014201","Census Tract 142.01, Philadelphia County, Pennsylvania",3680,2963,307,26,179,0,0,205,116574,3076,297,0,91,1368,543,186,201,1722,1687,35,1687,657,1030
"401","42101029800","Census Tract 298, Philadelphia County, Pennsylvania",5204,1660,2258,0,212,0,899,175,36563,3253,1399,240,245,151,58,0,27,2156,1948,208,1948,1079,869
"402","42101002702","Census Tract 27.02, Philadelphia County, Pennsylvania",4484,3590,292,0,86,0,76,440,80075,3507,694,97,291,1184,407,95,47,2131,1933,198,1933,1345,588
"403","42101006400","Census Tract 64, Philadelphia County, Pennsylvania",4711,291,3954,139,158,0,31,138,32191,2671,782,114,280,319,58,0,4,1714,1630,84,1630,994,636
"404","42101012000","Census Tract 120, Philadelphia County, Pennsylvania",2130,613,1127,0,166,0,36,188,69500,1203,212,11,142,215,218,102,51,732,642,90,642,327,315
"405","42101007800","Census Tract 78, Philadelphia County, Pennsylvania",4232,2426,875,0,595,34,86,216,55200,3249,494,41,125,870,916,157,173,2307,2130,177,2130,516,1614
"406","42101027300","Census Tract 273, Philadelphia County, Pennsylvania",5749,477,3658,43,975,0,272,324,45680,4506,1143,417,214,453,66,40,71,2388,2388,0,2388,1585,803
"407","42101001700","Census Tract 17, Philadelphia County, Pennsylvania",3029,2262,119,0,87,0,8,553,129300,2216,76,2,120,657,588,416,220,1564,1388,176,1388,922,466
"408","42101002500","Census Tract 25, Philadelphia County, Pennsylvania",4420,2496,1002,145,617,0,27,133,67548,3225,616,163,143,893,495,200,61,2108,2023,85,2023,1117,906
